No,Nama pemilik,Nama Toko,Produk,Nama akun pembeli,Profil gambar akun,Deteksi Akun,Review /Komentar,Rating bintang,Sentimen,Source,Data_Review,Month,YEAR,LINK,,,,,,,,,,,,,,,,,,,,
134,,,,,,,"Banyak bug, user experience diperhatikan juga lah, aplikasi mulai berat.",,NEGATIF,BUKALAPAK,02/01/2022,January,2022,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,"Setelah diapdute ko malah gak bisa lihat etalase toko nya ya,malah informasi gangguan suruh muat ulang aja. Jadi gak bisa liat² barang²nya.",,NEGATIF,BUKALAPAK,06/01/2022,January,2022,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,"sudah update, masukan keranjang, di checkout tinggal bayar. Koneksi terputus terus padahal gw lancar sambil telfonan.. why?",,NEGATIF,BUKALAPAK,10/01/2022,January,2022,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,Kenapa kok kluar sendiri. Akun sandi pdhal bner. Ttep salah. Mana sudah trlanjur beli barang. Gimana sih,,NEGATIF,BUKALAPAK,03/02/2022,February,2022,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,"Makin kesini ongkirnya makin mahal, harga barang sama ongkirnya malah mahal ongkirnya&sudah gak ada voucher gratis ongkir lagi",,NEGATIF,BUKALAPAK,04/02/2022,February,2022,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,"Gak suka saya padahal koin saya 200 jadi 15, kenapaa kya gitu gak mu main lagii saya",,NEGATIF,BUKALAPAK,08/02/2022,February,2022,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,Ini aplikasi buat belanja yh bukan buat download video..kenapah gw masuk sinih,,NEGATIF,BUKALAPAK,13/02/2022,February,2022,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,Aplikasi nya sudah di instal coba nunggu nya lama ampe 2 jam ehh pas di akhir malah suruh instal lagi.. Dikira kuota dibeli pakai daun apa,,NEGATIF,BUKALAPAK,22/02/2022,February,2022,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,Maaf bintangnya aku ambil lagi 3!!! Kenapa jasa pengirimannya gak bisa pilih lagi???!! gak asik banget jadi sama kayak tokped dirandom gitu!! kalo dapat sicepat gak suka banget!! tolong dong balikin lagi kayak dulu baru aku ubah lagi jadi bintang 5.,,NEGATIF,BUKALAPAK,10/03/2022,March,2022,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,Lu kalau gw nonton anime jngn muncul mulu donk,,NEGATIF,BUKALAPAK,24/03/2022,March,2022,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,Tidak memuaskan,,NEGATIF,BUKALAPAK,04/04/2022,April,2022,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,"Ga ngasih solusi percuma live chet sm agennya, malah bikin emosi",,NEGATIF,BUKALAPAK,05/04/2022,April,2022,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,Tolong jangan lola dong aplikasiny??,,NEGATIF,BUKALAPAK,06/04/2022,April,2022,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,Voucher gratis ongkirnya gak bisa kepakai,,NEGATIF,BUKALAPAK,08/04/2022,April,2022,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,"Aplk tolol,, setiap mau belanja harus log-in dulu,,padahal sudah log-in dari awal install",,NEGATIF,BUKALAPAK,10/04/2022,April,2022,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,"Masak cuma saya yang g bisa cod. Biasa nya bisa cod kok tau2 g bisa. Aneh, yang undian berhadiah nya juga kelihatan tipuan. Parah",,NEGATIF,BUKALAPAK,24/04/2022,April,2022,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,Mimin ngg bisa cek out nihh,,NEGATIF,BUKALAPAK,27/04/2022,April,2022,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,Enakan yang sebelumnya saat tidak ada opsi pengiriman hemat reguler dll..ribet mahallllllll...sy sudah nyaman dengan yang lamaaaa...pindah toko ajalahhhh ...,,NEGATIF,BUKALAPAK,23/06/2022,June,2022,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,"Saya tidak bisa log in, setelah ganti hp, mau log in pakai nomer hp, pakai facebook, pakai email juga tidak bisa, kenapa jadi ribet banget",,NEGATIF,BUKALAPAK,25/06/2022,June,2022,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,Tolong jsn iklan lo mulu oi,,NEGATIF,BUKALAPAK,27/06/2022,June,2022,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,"Penjualnya banyak yang gak amanah, tolong ditingkatkan lagi kwalitas dan penjual2 nakal tolong ditindak.",,NEGATIF,BUKALAPAK,04/07/2022,July,2022,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,"Narik dana penjual dari Tanggal 30-05-2020 sampai 09-06-2020 belum juga masuk ke rekening bank, udh komplain ke email tapi gak ditanggapi dasar APLIKASI BANGSAD!",,NEGATIF,BUKALAPAK,11/07/2022,July,2022,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,Kecewa saya beli produk tapi rusak/kw/tidak ori...! Tolong tumpas toko yang menjual barang palsu Fokus layanan! Mending beli di lazada gampang kualitas terjamin BALAS! JANGAN CUMA DIAM SAJA!,,NEGATIF,BUKALAPAK,26/07/2022,July,2022,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,Mahal banget ongkirnya??.aku baru download 1 minggu sudah aku hapus,,NEGATIF,BUKALAPAK,05/08/2022,August,2022,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,"order barang,mau cancel karena salah pilih, pembatalan ditolak padahal barang belum dikirim, kecewa sangat kecewa sama aplikasinya.",,NEGATIF,BUKALAPAK,06/08/2022,August,2022,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,Niatnya mau instal tapi pelanggan dan pemakainya bnyk yang ngeluh jadi gak jadi untuk instal nih aplikasi,,NEGATIF,BUKALAPAK,12/08/2022,August,2022,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,dapat kupon tapi gak bisa di klaim,,NEGATIF,BUKALAPAK,13/08/2022,August,2022,,,,,,,,,,,,,,,,,,,,,
161,,,,,,,Jelek produknya,,NEGATIF,BUKALAPAK,15/08/2022,August,2022,,,,,,,,,,,,,,,,,,,,,
162,,,,,,,Gk pernah daper voucher cok,,NEGATIF,BUKALAPAK,15/08/2022,August,2022,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,tidak bksa upload video untjk bukti oengembalian produk,,NEGATIF,BUKALAPAK,15/08/2022,August,2022,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,"Aplikasi suka ngelag, gambar/ photo ngga keluar padahal FB,browser lancar. Sayang sekali padahal seneng belanja sini karena promo ongkir.lama lama gondok juga kalau gini.",,NEGATIF,BUKALAPAK,20/08/2022,August,2022,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,Mkin payah aplikasi nya berjalan... Bnyak event..tapi aplikasi susah berjlan... Hanya memikirkan keuntungan semata..tidak memikirkan kenyamanan konsumen... Gk berguna..,,NEGATIF,BUKALAPAK,21/08/2022,August,2022,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,Jelek banget ini aplikasi mau main aja gak bisa,,NEGATIF,BUKALAPAK,21/08/2022,August,2022,,,,,,,,,,,,,,,,,,,,,
167,,,,,,,Knapa ongkirnya jadi mahal mahal banget,,NEGATIF,BUKALAPAK,14/10/2022,October,2022,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,"Bintang 1 lebih co2k, setelah di Update malah di ubah gak bisa milih kurir/jasa pengiriman,tidak perlu gratis ongkir yang penting bisa pilih kurir.",,NEGATIF,BUKALAPAK,17/10/2022,October,2022,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,Kok ngga bisa metode COD? tulisannya bisa padahal,,NEGATIF,BUKALAPAK,23/10/2022,October,2022,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,Dah lah males ??,,NEGATIF,BUKALAPAK,30/10/2022,October,2022,,,,,,,,,,,,,,,,,,,,,
171,,,,,,,"Saya baru bergabung,semoga apa yang saya mau selalu ada",,NEGATIF,BUKALAPAK,04/11/2022,November,2022,,,,,,,,,,,,,,,,,,,,,
172,,,,,,,"Aduh kesel sekali kalo kek gini pesan banyak barang malah bedah bedah expedisi ?????? yang mau cepat jadi lambat, sudah di perkirakan datang nya hari ini malah gak datang kalo gini kecewa sekali... tolong balikin seperti awal walaupun Potongan ongkirnya Masi bayar sisanya",,NEGATIF,BUKALAPAK,05/11/2022,November,2022,,,,,,,,,,,,,,,,,,,,,
173,,,,,,,Iklan mengganggu,,NEGATIF,BUKALAPAK,06/11/2022,November,2022,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,sangat buruk barang saya tidak sampai² seharusnya sblm tgl 18 januari sudah sampai tapi gak sampai² hri ini sudah tgl 23 januari.,,NEGATIF,BUKALAPAK,16/11/2022,November,2022,,,,,,,,,,,,,,,,,,,,,
175,,,,,,,"Tolong perbaiki ya masa saya susah dapat Sms Otapi ke nomor saya sendiri, mau belanja jadi susah gimana ini????",,NEGATIF,BUKALAPAK,19/11/2022,November,2022,,,,,,,,,,,,,,,,,,,,,
176,,,,,,,Waktu di update malah muncul putih doang. Aku kira handphone aku yang bermasalah. Ternyata selesai di servisin tetep aja muncul putih doang,,NEGATIF,BUKALAPAK,08/12/2022,December,2022,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,Pengiriman terlalu mahal,,NEGATIF,BUKALAPAK,26/12/2022,December,2022,,,,,,,,,,,,,,,,,,,,,
178,,,,,,,"Bagus sih cuman ada kendala nya yaitu saya sudah klaim voucher gratis ongkir tapi malah gabisa dipakai voucher nya :""(",,POSITIF,BUKALAPAK,12/01/2020,January,2020,,,,,,,,,,,,,,,,,,,,,
179,,,,,,,Suka bangett,,POSITIF,BUKALAPAK,10/01/2020,January,2020,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,"Bagus banget aplikasi yang membantu saya jualan tapi belum ngerti ini cara daftar rekening kenapa ga masuk2 nya sms pemberitahuan kode nya tolong bantuan nya,",,POSITIF,BUKALAPAK,14/01/2020,January,2020,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,Bagus sekali,,POSITIF,BUKALAPAK,15/01/2020,January,2020,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,Keren pokonya deh mantap,,POSITIF,BUKALAPAK,28/01/2020,January,2020,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,barang selalu sesuai pesanan,,POSITIF,BUKALAPAK,05/02/2020,February,2020,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,kalo lebih baik kutambah bintang ?? nya,,POSITIF,BUKALAPAK,10/02/2020,February,2020,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,Banyakin voucher gratis ongkirnya dong,,POSITIF,BUKALAPAK,14/02/2020,February,2020,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,Puas sekali sama pelayanannya,,POSITIF,BUKALAPAK,18/02/2020,February,2020,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,Top. Terbaik,,POSITIF,BUKALAPAK,26/02/2020,February,2020,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,Aplikasinya sangat membantu??,,POSITIF,BUKALAPAK,01/03/2020,March,2020,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,Mantap ni grastis ongkir muluk tidak menyesal dehhh kalau beli beli...,,POSITIF,BUKALAPAK,10/03/2020,March,2020,,,,,,,,,,,,,,,,,,,,,
190,,,,,,,Bermanfaat,,POSITIF,BUKALAPAK,11/03/2020,March,2020,,,,,,,,,,,,,,,,,,,,,
191,,,,,,,Thankyou kk Pengiriman cepat Baju juga Bagus² Hanya Baju Lampu led saja yang mati selain itu Bagus Semua.. Next nanti order lagi ????,,POSITIF,BUKALAPAK,18/03/2020,March,2020,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,"Sagat berguna bagi pelanja online,pengiriman cepat",,POSITIF,BUKALAPAK,21/03/2020,March,2020,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,Bagus banget aplikasi nya,,POSITIF,BUKALAPAK,05/04/2020,April,2020,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,"Bagus aplikasinya, bisa memudahkan untuk kita bertranksasi.",,POSITIF,BUKALAPAK,07/04/2020,April,2020,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,Selama ini suka masih yang terbaik ????,,POSITIF,BUKALAPAK,11/04/2020,April,2020,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,"Cukup bagus,, pertahankan",,POSITIF,BUKALAPAK,20/04/2020,April,2020,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,saya suka banget belanja di sini!!!,,POSITIF,BUKALAPAK,27/04/2020,April,2020,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,Baru pertama kali download langsung dapat barang gratisan,,POSITIF,BUKALAPAK,07/05/2020,May,2020,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,Aplkasi yang sangat membantu disaat pandemi,,POSITIF,BUKALAPAK,09/05/2020,May,2020,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,Sejauh ini transaksinya ok. Hanya perlu perbaikan pada aplikasi karena membutuhkan kuota yang besar. Sehingga di daerah yang sinyalnya kurang bagus agak berat dan lambat sekali....,,POSITIF,BUKALAPAK,11/05/2020,May,2020,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,"Belanja puas,aman dan nyaman",,POSITIF,BUKALAPAK,22/05/2020,May,2020,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,Mantap,,POSITIF,BUKALAPAK,01/06/2020,June,2020,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,Pengiriman nya cepat.. Banyak gratis ongkir nya.. sukaaaaa,,POSITIF,BUKALAPAK,04/06/2020,June,2020,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,"Membantu sekali untuk kebutuhan barang, cuma banyak toko yang slow respon dan bahkan sering tidak dibalas",,POSITIF,BUKALAPAK,11/06/2020,June,2020,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,Bagus pokoknya,,POSITIF,BUKALAPAK,26/06/2020,June,2020,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,Oke sangat mudah.dan membantu keinginan apapun bisa terwujut tidak perlu kemana2 cukup diam dirumah datang sendiri.shopi menurut saya seperti om jin..apa pun ke inginan saya terpenuhi??????,,POSITIF,BUKALAPAK,04/07/2020,July,2020,,,,,,,,,,,,,,,,,,,,,
207,,,,,,,Sangat membantu dalam pencarian barang yang sesuai dengan harapan,,POSITIF,BUKALAPAK,27/07/2020,July,2020,,,,,,,,,,,,,,,,,,,,,
208,,,,,,,bagus saya bisa beli apapun,,POSITIF,BUKALAPAK,03/08/2020,August,2020,,,,,,,,,,,,,,,,,,,,,
209,,,,,,,Sangat bagus saya suka,,POSITIF,BUKALAPAK,11/08/2020,August,2020,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,semogaaa lancar jayaa,,POSITIF,BUKALAPAK,22/08/2020,August,2020,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,Banyak manfaat yang dapat diperoleh baik sebagai pembeli maupun penjual,,POSITIF,BUKALAPAK,31/08/2020,August,2020,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,Transaksi nyaman & aman,,POSITIF,BUKALAPAK,13/09/2020,September,2020,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,Layanannya ceppat dan memuaskan,,POSITIF,BUKALAPAK,19/09/2020,September,2020,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,Pokoknya keren ini aplikasi,,POSITIF,BUKALAPAK,30/09/2020,September,2020,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,"Bagus, memudahkan berbelanja di era online spt skg.",,POSITIF,BUKALAPAK,01/10/2020,October,2020,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,selalu sukaa dan puas,,POSITIF,BUKALAPAK,08/10/2020,October,2020,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,keren belanja di sini,,POSITIF,BUKALAPAK,12/10/2020,October,2020,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,Barang sesuai pesanan pokoknya ????,,POSITIF,BUKALAPAK,26/10/2020,October,2020,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,Walaus sudah bagus tapi masih banyak penjual yang melakukan kecurangan jadi bintang 4 aja,,POSITIF,BUKALAPAK,27/10/2020,October,2020,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,"Aplikasi Belanja Online terbaik. Semua barang yang kita cari tersedia lengkap, mulai dari barang elektronik, pakaian, perlengkapan dan masih banyak lainnya. Juga terdapat bangak voucher dan diskon besar besar an.",,POSITIF,BUKALAPAK,08/11/2020,November,2020,,,,,,,,,,,,,,,,,,,,,
221,,,,,,,"Memudah kan untuk mencari dan membeli barang, ter utama barang yang sudah langka daerah saya.",,POSITIF,BUKALAPAK,15/11/2020,November,2020,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,"Lumayan bisa buat cari pengahasilan di sini,tapi malas ny tiap bulan diperbaruin Terus",,POSITIF,BUKALAPAK,17/11/2020,November,2020,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,Tingkatkan lagi aplikasinya sejauh ini sudah bagus,,POSITIF,BUKALAPAK,21/11/2020,November,2020,,,,,,,,,,,,,,,,,,,,,
224,,,,,,,Aman dan terpercayaaaa,,POSITIF,BUKALAPAK,23/11/2020,November,2020,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,"Belanja jadi mudah, harga jg murah",,POSITIF,BUKALAPAK,03/12/2020,December,2020,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,saya suka,,POSITIF,BUKALAPAK,10/12/2020,December,2020,,,,,,,,,,,,,,,,,,,,,
227,,,,,,,aplikasi shop ini memang paling bagus,,POSITIF,BUKALAPAK,11/12/2020,December,2020,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,Respown penjual cepat,,POSITIF,BUKALAPAK,12/12/2020,December,2020,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,Ini aplikasi bagus untuk musim kini lagi Corona belanja di rumah aja,,POSITIF,BUKALAPAK,25/12/2020,December,2020,,,,,,,,,,,,,,,,,,,,,
230,,,,,,,aplikasi yang membantu,,POSITIF,BUKALAPAK,16/01/2021,January,2021,,,,,,,,,,,,,,,,,,,,,
231,,,,,,,"Mantap, banyak free ongkirnya...",,POSITIF,BUKALAPAK,01/02/2021,February,2021,,,,,,,,,,,,,,,,,,,,,
232,,,,,,,Murah murah harga barangnya dan banyak promo,,POSITIF,BUKALAPAK,13/02/2021,February,2021,,,,,,,,,,,,,,,,,,,,,
233,,,,,,,Aplikasinya bagus banget semua bisa di proses,,POSITIF,BUKALAPAK,14/02/2021,February,2021,,,,,,,,,,,,,,,,,,,,,
234,,,,,,,Bagus banget.. Aku puas.. Pengemasan rapi banget.. Makasih ya seller,,POSITIF,BUKALAPAK,17/02/2021,February,2021,,,,,,,,,,,,,,,,,,,,,
235,,,,,,,Good Aplication saya suka,,POSITIF,BUKALAPAK,22/02/2021,February,2021,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,Aplikasi keren yang bisa menghasilkan uang dan juga memudahkan dalam berbelanja ????????,,POSITIF,BUKALAPAK,25/02/2021,February,2021,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,Barang bagus,,POSITIF,BUKALAPAK,28/02/2021,February,2021,,,,,,,,,,,,,,,,,,,,,
238,,,,,,,Saya sangat suka...,,POSITIF,BUKALAPAK,20/03/2021,March,2021,,,,,,,,,,,,,,,,,,,,,
239,,,,,,,Pengirimanya cepat?? kualitas baju bagus saya suka,,POSITIF,BUKALAPAK,21/03/2021,March,2021,,,,,,,,,,,,,,,,,,,,,
240,,,,,,,Seneng..saran lbh banyak kin gratis ongkir..untuk pengguna pedagang online..keamanan ditingkatkan lagi,,POSITIF,BUKALAPAK,25/03/2021,March,2021,,,,,,,,,,,,,,,,,,,,,
241,,,,,,,"Aplikasi mudah di gunakan, banyak sekali pormo menarik, tapi sekarang jasa kurirnya tidak bisa memilih, Mungkin bisa di pertimbangan lagi untuk merubah opsi kurirnya agar pengguna bisa bebas memilih jasa kirim yang di sukai, karena setiap daerah berbeda-beda kecepatan pengirimannya,",,POSITIF,BUKALAPAK,25/03/2021,March,2021,,,,,,,,,,,,,,,,,,,,,
242,,,,,,,Aplikasi sangat mrmbantu saat mager baget buat keluar rumah,,POSITIF,BUKALAPAK,02/04/2021,April,2021,,,,,,,,,,,,,,,,,,,,,
243,,,,,,,Aplikasi bagus,,POSITIF,BUKALAPAK,03/04/2021,April,2021,,,,,,,,,,,,,,,,,,,,,
244,,,,,,,Belanja aman dan terpercaya. Mantul,,POSITIF,BUKALAPAK,09/04/2021,April,2021,,,,,,,,,,,,,,,,,,,,,
245,,,,,,,"Bagus, tapi apabila pembeli komplain barang, selalu yang dibela penjual.",,POSITIF,BUKALAPAK,12/04/2021,April,2021,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,Mantap sekali aku suka,,POSITIF,BUKALAPAK,14/04/2021,April,2021,,,,,,,,,,,,,,,,,,,,,
247,,,,,,,Good job,,POSITIF,BUKALAPAK,28/04/2021,April,2021,,,,,,,,,,,,,,,,,,,,,
248,,,,,,,"mudah,praktis,hemat dan terpuaskan",,POSITIF,BUKALAPAK,07/05/2021,May,2021,,,,,,,,,,,,,,,,,,,,,
249,,,,,,,Pengiriman cepat dan memuaskan,,POSITIF,BUKALAPAK,08/05/2021,May,2021,,,,,,,,,,,,,,,,,,,,,
250,,,,,,,Mantap No 1 benar benar,,POSITIF,BUKALAPAK,14/05/2021,May,2021,,,,,,,,,,,,,,,,,,,,,
251,,,,,,,Semoga membantu bagi orang lain,,POSITIF,BUKALAPAK,19/05/2021,May,2021,,,,,,,,,,,,,,,,,,,,,
252,,,,,,,Semoga tetap amanah,,POSITIF,BUKALAPAK,21/05/2021,May,2021,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,Saya cukup puas,,POSITIF,BUKALAPAK,21/05/2021,May,2021,,,,,,,,,,,,,,,,,,,,,
254,,,,,,,Asyik banyak diskon di sini,,POSITIF,BUKALAPAK,24/05/2021,May,2021,,,,,,,,,,,,,,,,,,,,,
255,,,,,,,Berbelanja mudahh,,POSITIF,BUKALAPAK,01/06/2021,June,2021,,,,,,,,,,,,,,,,,,,,,
256,,,,,,,Murah cepat tepat,,POSITIF,BUKALAPAK,17/06/2021,June,2021,,,,,,,,,,,,,,,,,,,,,
257,,,,,,,Selama ini memuaskan karena selalu ngga kecewa,,POSITIF,BUKALAPAK,24/06/2021,June,2021,,,,,,,,,,,,,,,,,,,,,
258,,,,,,,Sangat membantu aplikasi ini...,,POSITIF,BUKALAPAK,27/06/2021,June,2021,,,,,,,,,,,,,,,,,,,,,
259,,,,,,,Sangat membantu,,POSITIF,BUKALAPAK,27/06/2021,June,2021,,,,,,,,,,,,,,,,,,,,,
260,,,,,,,Sangat membantu dalam belanja,,POSITIF,BUKALAPAK,30/07/2021,July,2021,,,,,,,,,,,,,,,,,,,,,
261,,,,,,,Alus pisan topplah,,POSITIF,BUKALAPAK,01/08/2021,August,2021,,,,,,,,,,,,,,,,,,,,,
262,,,,,,,"Banyak promo no kaleng2, gak seperti sebelah",,POSITIF,BUKALAPAK,05/08/2021,August,2021,,,,,,,,,,,,,,,,,,,,,
263,,,,,,,Belanja ga perlu ribet keluar rumah,,POSITIF,BUKALAPAK,12/08/2021,August,2021,,,,,,,,,,,,,,,,,,,,,
264,,,,,,,Top markotop,,POSITIF,BUKALAPAK,13/08/2021,August,2021,,,,,,,,,,,,,,,,,,,,,
265,,,,,,,Situs belanja online The Best,,POSITIF,BUKALAPAK,17/08/2021,August,2021,,,,,,,,,,,,,,,,,,,,,
266,,,,,,,"Belanja gampang, pilihan banyak, harga nyaman d kantong...",,POSITIF,BUKALAPAK,25/08/2021,August,2021,,,,,,,,,,,,,,,,,,,,,
267,,,,,,,Mantep dah pkoknya,,POSITIF,BUKALAPAK,03/09/2021,September,2021,,,,,,,,,,,,,,,,,,,,,
268,,,,,,,Suka banget belanja disini?? barang yang saya beli hampir rata² realpict,,POSITIF,BUKALAPAK,05/09/2021,September,2021,,,,,,,,,,,,,,,,,,,,,
269,,,,,,,Aplikasi ini sangat bagus,,POSITIF,BUKALAPAK,07/09/2021,September,2021,,,,,,,,,,,,,,,,,,,,,
270,,,,,,,Harga terjangkau pngriman ok.kualitas djaga ok.,,POSITIF,BUKALAPAK,07/09/2021,September,2021,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,Aplikasi favorit belnja onlen,,POSITIF,BUKALAPAK,09/09/2021,September,2021,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,baguss,,POSITIF,BUKALAPAK,17/09/2021,September,2021,,,,,,,,,,,,,,,,,,,,,
273,,,,,,,Mantap,,POSITIF,BUKALAPAK,22/09/2021,September,2021,,,,,,,,,,,,,,,,,,,,,
274,,,,,,,"Layanan bagus, jangan sampai ada seller yang tipu2 ya.....",,POSITIF,BUKALAPAK,26/09/2021,September,2021,,,,,,,,,,,,,,,,,,,,,
275,,,,,,,"mudah,simple,dan terpercaya",,POSITIF,BUKALAPAK,26/09/2021,September,2021,,,,,,,,,,,,,,,,,,,,,
276,,,,,,,Sejauh ini hasil dari barang yang dibeli bagus dan pelayanannya cepat,,POSITIF,BUKALAPAK,08/10/2021,October,2021,,,,,,,,,,,,,,,,,,,,,
277,,,,,,,"Barang sesuai pesanan, sesuai d foto, sering kasih gratisan ongkir, suuiiippp",,POSITIF,BUKALAPAK,08/10/2021,October,2021,,,,,,,,,,,,,,,,,,,,,
278,,,,,,,Sangat bagus,,POSITIF,BUKALAPAK,11/10/2021,October,2021,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,Saya sangat menyukai shopping sesuai dengan barang dan harga,,POSITIF,BUKALAPAK,12/10/2021,October,2021,,,,,,,,,,,,,,,,,,,,,
280,,,,,,,Memudahkan berbelanja,,POSITIF,BUKALAPAK,13/10/2021,October,2021,,,,,,,,,,,,,,,,,,,,,
281,,,,,,,Sukses terus ya buat aplikasi ini,,POSITIF,BUKALAPAK,14/10/2021,October,2021,,,,,,,,,,,,,,,,,,,,,
282,,,,,,,Bagus sih bosku lebih nyaman... Cuma kurangnya satu ongkirnya kemahalan bosku di bandingin toko sebelah...ya wlwpun bnyk promonya tapi Tidak semua pengguna dapat!!,,POSITIF,BUKALAPAK,20/10/2021,October,2021,,,,,,,,,,,,,,,,,,,,,
283,,,,,,,Good online shop.....,,POSITIF,BUKALAPAK,26/10/2021,October,2021,,,,,,,,,,,,,,,,,,,,,
284,,,,,,,Mantap mudah cara pakainya,,POSITIF,BUKALAPAK,12/11/2021,November,2021,,,,,,,,,,,,,,,,,,,,,
285,,,,,,,Mantap aplikasi ini sangat membantu pembelanjaan saya.. Terimakasih,,POSITIF,BUKALAPAK,15/11/2021,November,2021,,,,,,,,,,,,,,,,,,,,,
286,,,,,,,"Memudahkan , beres gak ribet, profesional dan tanggung jawab atas semua Cancel an ... Ramah sopan mantapz jaya... Surabaya menyapa... Josss gandos... sampai pemesanan sekarang tetap lancar aman terkendali... Matur Suwon... Alkhamndulillah... Terima kasih,,,",,POSITIF,BUKALAPAK,15/11/2021,November,2021,,,,,,,,,,,,,,,,,,,,,
287,,,,,,,"Bagus aplikasi nya. Tapi banyak racun, bikin dompet nangis :(",,POSITIF,BUKALAPAK,22/11/2021,November,2021,,,,,,,,,,,,,,,,,,,,,
288,,,,,,,Banyak membantu,,POSITIF,BUKALAPAK,23/11/2021,November,2021,,,,,,,,,,,,,,,,,,,,,
289,,,,,,,"Assalamualaikum,ak suuukkkkaaa baattt aplikasi ini",,POSITIF,BUKALAPAK,11/12/2021,December,2021,,,,,,,,,,,,,,,,,,,,,
